"","year","month","plot","point","N.N","temperature_C","volumetric_water_content","chamber_height","flux"
"1283",11,5,1,8,11,19.7,5,1.6,0.15
"1284",11,5,1,9,11,20.6,8,5.5,0.82
"1285",11,5,1,10,11,20.6,8,4.25,0.18
"1286",11,5,1,11,11,20.6,8,4.5,1.26
"1287",11,5,1,12,11,20.2,6,5.5,0.11
"1288",11,5,1,13,11,19.9,6,2.5,0.18
"1289",11,5,1,14,11,19.6,7,3,0.14
"1290",11,5,1,15,11,20.7,7,3.1,0.05
"1291",11,5,1,16,11,19.1,8,3.3,0.03
"1292",11,5,1,17,11,21,7,6,0.49
"1293",11,5,1,18,11,20.1,6,3,2.74
"1294",11,5,1,19,11,20.3,10,4,0.1
"1295",11,5,1,20,11,21.1,5,5,1.72
"1296",11,5,1,21,11,20.1,6,5.2,0.34
"1297",11,5,1,22,11,19.9,6,3.1,0.17
"1298",11,5,1,23,11,19.8,6,3.5,0.27
"1299",11,5,1,24,11,20.9,7,3.9,0.01
"1300",11,5,1,25,11,19.8,8,3.4,0.09
"1301",11,6,1,1,542,22.7,14,3.2,0.39
"1302",11,6,1,2,573,21.8,13,3.4,0.29
"1303",11,6,1,3,677,22,13,1.85,0.35
"1304",11,6,1,4,556,21.9,14,4.05,0.33
"1305",11,6,1,5,589,22.3,11,4.1,0.24
"1306",11,6,1,6,644,22.3,12,4.75,0.29
"1307",11,6,1,7,688,22,11,3.35,0.9
"1308",11,6,1,8,751,23.8,9,0.8,0.27
"1309",11,6,1,9,649,22.4,8,4.7,0.25
"1310",11,6,1,10,708,22.1,12,3.85,0.18
"1311",11,6,1,11,726,22.5,6,4.1,0.02
"1312",11,6,1,12,512,22.2,9,4.9,0.02
"1313",11,6,1,13,619,22.5,8,1.7,0.89
"1314",11,6,1,14,763,22.5,8,1.6,0.89
"1315",11,6,1,15,571,22.7,10,2.5,0.32
"1316",11,6,1,16,592,21.7,8,3.25,0.45
"1317",11,6,1,17,830,22.5,9,6.7,0.4
"1318",11,6,1,18,773,22.4,11,2.55,0.51
"1319",11,6,1,19,988,22.4,12,3.3,0.11
"1320",11,6,1,20,981,22.5,8,4.8,0.06
"1321",11,6,1,21,551,23,9,5.75,0.39
"1322",11,6,1,22,556,22.6,8,4.6,0.43
"1323",11,6,1,23,529,22.9,10,3.4,0.15
"1324",11,6,1,24,538,22.8,12,3.7,0.58
"1325",11,6,1,25,618,22.4,10,2.3,0.06
"1326",11,7,1,1,430,22.5,18,3.7,0.21
"1327",11,7,1,2,485,21.8,9,4,0.03
"1328",11,7,1,3,658,21.9,9,2.5,0.61
"1329",11,7,1,4,439,22,12,4.2,0.16
"1330",11,7,1,5,675,22.1,15,4.5,0.83
"1331",11,7,1,6,466,22,5,4.5,0.13
"1332",11,7,1,7,479,21.8,11,3.4,0.19
"1333",11,7,1,8,432,22.2,8,2,0.21
"1334",11,7,1,9,494,22.1,25,5.3,0.41
"1335",11,7,1,10,430,22.1,11,3.5,0.01
"1336",11,7,1,11,438,22.3,10,4,0.02
"1337",11,7,1,12,446,22.4,8,5.1,0.01
"1338",11,7,1,13,496,22.1,8,2.4,0.06
"1339",11,7,1,14,408,22.1,7,2,1.3
"1340",11,7,1,15,417,22.6,13,3,0.18
"1341",11,7,1,16,505,22.1,18,3.2,0.53
"1342",11,7,1,17,491,22.2,7,5.7,2.07
"1343",11,7,1,18,427,22.4,10,3.2,0.1
"1344",11,7,1,19,458,22.6,11,4,0.22
"1345",11,7,1,20,408,22.6,9,5.1,0.08
"1346",11,7,1,21,424,22.6,15,6.7,0.2
"1347",11,7,1,22,447,22.5,12,4,0.08
"1348",11,7,1,23,640,22.5,8,3.1,2.05
"1349",11,7,1,24,448,22.6,9,3.8,0.16
"1350",11,7,1,25,414,22.6,11,2.7,0.13
"1351",11,8,1,1,422,20.2,10,4,0.1
"1352",11,8,1,2,427,20.1,11,4.1,0.14
"1353",11,8,1,3,240,19.9,12,2.4,0.06
"1354",11,8,1,4,463,20.1,15,4.3,0.19
"1355",11,8,1,5,415,20.1,16,3.1,0.09
"1356",11,8,1,6,443,23.2,13,1.5,0.13
"1357",11,8,1,7,454,19.3,15,3.5,0.07
"1358",11,8,1,8,429,16.3,24,1.6,0.16
"1359",11,8,1,9,438,20.1,19,5.5,0.15
"1360",11,8,1,10,401,9.9,15,4,0.08
"1361",11,8,1,11,408,20.7,15,6.5,0.09
"1362",11,8,1,12,404,20.2,16,5.2,0.07
"1363",11,8,1,13,414,20.5,22,1.5,0.14
"1364",11,8,1,14,437,19.7,14,1.2,0.2
"1365",11,8,1,15,453,20.5,22,2.2,0.18
"1366",11,8,1,16,415,19,23,3.5,0.03
"1367",11,8,1,17,415,19.9,23,7.5,0.12
"1368",11,8,1,18,450,20.6,22,3.2,0.14
"1369",11,8,1,19,436,20.1,17,3.6,0.08
"1370",11,8,1,20,425,20.5,11,3.2,0.05
"1371",11,8,1,21,417,20.4,14,6.1,0.22
"1372",11,8,1,22,423,20.1,11,4.2,0.21
"1373",11,8,1,23,419,20.2,12,3.2,0.5
"1374",11,8,1,24,437,20.5,14,3.5,0.13
"1375",11,8,1,25,420,19.4,17,2.3,0.18
"1376",11,9,1,1,465,23.7,14,4.2,0.31
"1377",11,9,1,2,506,23.2,31,4.5,0.27
"1378",11,9,1,3,591,23.3,22,2.2,0.22
"1379",11,9,1,4,564,23.5,35,5.5,0.29
"1380",11,9,1,5,472,23.5,24,2.5,0.48
"1381",11,9,1,6,576,23.4,23,4,0.27
"1382",11,9,1,7,481,23.5,27,3.5,0.29
"1383",11,9,1,8,670,24,34,1.2,0.23
"1384",11,9,1,9,512,23.8,38,5.2,0.46
"1385",11,9,1,10,442,23.7,17,4.5,0.29
"1386",11,9,1,11,557,23.7,26,9,0.06
"1387",11,9,1,12,528,23.5,18,5,0.14
"1388",11,9,1,13,440,23.6,31,1.7,0.29
"1389",11,9,1,14,553,23.7,29,1.8,0.52
"1390",11,9,1,15,473,24.1,16,2.5,0.47
"1391",11,9,1,16,450,23.4,28,3,0.27
"1392",11,9,1,17,491,24.1,17,7.7,0.43
"1393",11,9,1,18,511,23.6,51,6.5,0.49
"1394",11,9,1,19,515,24.2,27,5.1,0.33
"1395",11,9,1,20,460,23.5,22,5.5,0.18
"1396",11,9,1,21,513,23.9,26,7,0.2
"1397",11,9,1,22,465,24.4,16,5.2,0.67
"1398",11,9,1,23,405,24.2,15,3,0.11
"1399",11,9,1,24,414,23.7,16,3.5,0.1
"1400",11,9,1,25,485,25.1,28,2.7,0.3
"1401",10,10,2,1,895,24.4,7,2.8,0.2
"1402",10,10,2,2,513,24.6,15,4.5,0.22
"1403",10,10,2,3,685,24.6,12,4.3,0.01
"1404",10,10,2,4,607,24.7,8,6.1,0.11
"1405",10,10,2,5,479,24.7,15,2.5,0.22
"1406",10,10,2,6,589,23.4,13,5.2,0.7
"1407",10,10,2,7,629,23.8,11,6.2,0.6
"1408",10,10,2,8,579,29.1,17,2.5,0.96
"1409",10,10,2,9,494,23.9,8,5.5,0.45
"1410",10,10,2,10,579,24.6,26,2.3,0.48
"1411",10,10,2,11,571,24.4,14,3.8,0.82
"1412",10,10,2,12,607,24.3,5,3.6,0.56
"1413",10,10,2,13,505,24.1,10,3.4,0.58
"1414",10,10,2,14,673,24.5,8,4.7,0.66
"1415",10,10,2,15,547,24.2,10,5.8,0.51
"1416",10,10,2,16,656,24.3,11,2.4,0.74
"1417",10,10,2,17,531,24.2,9,2,0.55
"1418",10,10,2,18,515,23.6,12,3.7,0.59
"1419",10,10,2,19,922,24.2,15,4,0.46
"1420",10,10,2,20,614,24.4,9,5,0.58
"1421",10,10,2,21,558,24.1,7,4.5,0.7
"1422",10,10,2,22,538,24.5,14,3,0.89
"1423",10,10,2,23,529,24.4,8,5.5,0.61
"1424",10,10,2,24,571,24.1,7,4.2,0.46
"1425",10,10,2,25,588,23.1,8,4.6,0.08
"1426",10,11,2,1,440,24,6,2.8,0.3
"1427",10,11,2,2,466,24.9,5,4.6,0.28
"1428",10,11,2,3,467,24.9,4,4.8,0.38
"1429",10,11,2,4,489,24.7,7,6.3,0.41
"1430",10,11,2,5,469,24.5,14,2.7,0.73
"1431",10,11,2,6,548,24.2,10,5,1.02
"1432",10,11,2,7,495,24.2,9,4.8,0.45
"1433",10,11,2,8,486,25.1,11,3,0.71
"1434",10,11,2,9,523,25.1,19,5.4,0.32
"1435",10,11,2,10,474,25.3,9,2.5,0.87
"1436",10,11,2,11,473,25.4,31,4.7,0.62
"1437",10,11,2,12,489,25.5,10,3.6,0.55
"1438",10,11,2,13,1262,25.7,7,3.5,0.18
"1439",10,11,2,14,508,25.9,30,4.5,0.55
"1440",10,11,2,15,574,24.7,7,6.2,0.47
"1441",10,11,2,16,635,25.6,12,3,0.46
"1442",10,11,2,17,712,25.5,8,2,0.42
"1443",10,11,2,18,462,25.1,13,4,0.68
"1444",10,11,2,19,515,25.2,8,4.1,0.74
"1445",10,11,2,20,469,26.3,7,4.9,0.43
"1446",10,11,2,21,475,26.8,10,4.2,0.59
"1447",10,11,2,22,462,25.9,7,3.1,0.62
"1448",10,11,2,23,489,25.7,7,5.5,0.48
"1449",10,11,2,24,476,25.8,11,4.4,0.32
"1450",10,11,2,25,452,25.2,15,4.7,0.71
"1451",10,12,2,1,459,25,19,2.8,0.24
"1452",10,12,2,2,447,24.7,17,4.7,0.32
"1453",10,12,2,3,450,24.7,15,4.85,0.58
"1454",10,12,2,4,493,24.7,13,6.5,0.34
"1455",10,12,2,5,456,24.9,18,2.7,0.47
"1456",10,12,2,6,467,24.8,40,4.8,0.42
"1457",10,12,2,7,512,24.7,15,5.8,0.49
"1458",10,12,2,8,479,25,10,2.8,0.63
"1459",10,12,2,9,660,25.1,10,5.3,0.21
"1460",10,12,2,10,458,25.3,17,2.3,0.95
"1461",10,12,2,11,487,25.4,13,4.7,0.26
"1462",10,12,2,12,725,25.3,11,4,0.15
"1463",10,12,2,13,447,25.8,13,3.65,0.42
"1464",10,12,2,14,557,25.3,10,4.65,0.4
"1465",10,12,2,15,734,25,14,5.7,0.28
"1466",10,12,2,16,634,26.2,20,3.4,0.42
"1467",10,12,2,17,502,27.2,17,2,0.71
"1468",10,12,2,18,488,25.3,12,3.8,0.32
"1469",10,12,2,19,843,25.5,11,3.6,0.13
"1470",10,12,2,20,470,25.6,13,6.2,0.37
"1471",10,12,2,21,439,25.4,14,4.5,0.48
"1472",10,12,2,22,500,25.9,10,3.3,0.53
"1473",10,12,2,23,512,26,15,5.3,0.52
"1474",10,12,2,24,484,25.6,14,3.65,0.87
"1475",10,12,2,25,451,25.3,10,4.7,0.81
"1476",11,1,2,1,643,23.6,16,3,0.01
"1477",11,1,2,2,444,23.7,14,4.2,0.05
"1478",11,1,2,3,478,23.7,13,4.6,0.32
"1479",11,1,2,4,498,24.2,15,6.5,0.32
"1480",11,1,2,5,559,24,19,2.7,0.31
"1481",11,1,2,6,486,24.2,20,5,0.53
"1482",11,1,2,7,604,24.1,13,2.5,0.57
"1483",11,1,2,8,466,24,14,2.6,0.27
"1484",11,1,2,9,605,23.7,12,5.7,0.01
"1485",11,1,2,10,618,24.2,16,2,0.51
"1486",11,1,2,11,506,23.9,14,4.5,0.31
"1487",11,1,2,12,541,24.3,17,4,0.78
"1488",11,1,2,13,482,24.2,15,3,0.6
"1489",11,1,2,14,560,24,12,4.7,0.19
"1490",11,1,2,15,601,24.1,19,6,0.46
"1491",11,1,2,16,534,24.4,18,3.2,0.84
"1492",11,1,2,17,882,24.3,20,2.1,0.34
"1493",11,1,2,18,465,24.1,19,3.8,0.21
"1494",11,1,2,19,641,23.9,10,4,0.46
"1495",11,1,2,20,935,24.1,14,6.5,0.16
"1496",11,1,2,21,462,24.1,13,4.1,0.69
"1497",11,1,2,22,492,24.2,20,3,0.96
"1498",11,1,2,23,617,24.4,17,6.7,0.44
"1499",11,1,2,24,730,24.5,18,3.2,0.52
"1500",11,1,2,25,736,24.7,16,5.7,0.48
"1501",11,2,2,1,462,23.7,18,3,0.22
"1502",11,2,2,2,468,23.8,15,4.5,0.16
"1503",11,2,2,3,478,23.8,16,5,0.39
"1504",11,2,2,4,462,24.2,19,6.2,0.57
"1505",11,2,2,5,478,24.1,26,2.7,0.52
"1506",11,2,2,6,501,24.2,24,5,0.44
"1507",11,2,2,7,512,24.2,15,4.3,0.46
"1508",11,2,2,8,463,24,16,2.6,0.34
"1509",11,2,2,9,502,23.9,15,5.7,0.26
"1510",11,2,2,10,520,24.1,24,2.6,0.49
"1511",11,2,2,11,483,23.9,15,2.7,0.49
"1512",11,2,2,12,555,24.4,17,4.3,0.29
"1513",11,2,2,13,451,24.2,15,3.4,0.14
"1514",11,2,2,14,484,24,18,4.3,0.34
"1515",11,2,2,15,450,24.2,16,5.4,0.2
"1516",11,2,2,16,494,24.4,20,2.6,0.64
"1517",11,2,2,17,451,24,18,1.6,0.17
"1518",11,2,2,18,436,24,21,4.4,0.06
"1519",11,2,2,19,553,24.1,15,3.8,0.38
"1520",11,2,2,20,472,24.6,18,3.7,0.66
"1521",11,2,2,21,596,24.2,21,4.7,0.01
"1522",11,2,2,22,489,24.3,17,2.9,0.67
"1523",11,2,2,23,449,24.4,18,7.5,0.64
"1524",11,2,2,24,510,24.8,22,3.6,0.88
"1525",11,2,2,25,545,24.3,18,4.4,0.54
"1526",11,3,2,1,651,23.3,17,3.1,0.33
"1527",11,3,2,2,622,23.7,15,4.5,0.31
"1528",11,3,2,3,639,23.5,17,4.8,0.38
"1529",11,3,2,4,649,23.7,18,5.9,0.51
"1530",11,3,2,5,615,23.6,26,2.9,0.56
"1531",11,3,2,6,716,23.9,24,4.2,0.37
"1532",11,3,2,7,741,23.9,17,5.7,0.43
"1533",11,3,2,8,714,23.8,16,2.5,0.12
"1534",11,3,2,9,664,23.5,16,6.1,0.48
"1535",11,3,2,10,721,23.9,19,2.7,0.14
"1536",11,3,2,11,719,23.5,17,3.5,1.06
"1537",11,3,2,12,658,23.9,18,4,0.28
"1538",11,3,2,13,615,23.9,14,3.5,0.3
"1539",11,3,2,14,669,23.8,20,4.5,1.03
"1540",11,3,2,15,577,24,20,5.5,0.74
"1541",11,3,2,16,623,24.3,21,2.5,0.77
"1542",11,3,2,17,570,24.2,20,3.7,0.21
"1543",11,3,2,18,563,23.8,18,4,0.42
"1544",11,3,2,19,522,24,14,3.2,0.57
"1545",11,3,2,20,652,24.1,15,3.5,0.38
"1546",11,3,2,21,524,24.1,14,5.2,0.23
"1547",11,3,2,22,476,24.1,17,2.7,0.22
"1548",11,3,2,23,593,24.2,18,7.2,0.33
"1549",11,3,2,24,579,24.3,15,3.5,0.84
"1550",11,3,2,25,477,24.4,17,5.5,1.12
"1551",11,4,2,1,95,23.8,19,3,0.49
"1552",11,4,2,2,606,24.3,16,4.5,0.6
"1553",11,4,2,3,672,23.7,12,5,0.54
"1554",11,4,2,4,572,23.9,14,6.2,0.51
"1555",11,4,2,5,698,23.7,24,2.7,0.48
"1556",11,4,2,6,745,24.4,28,5,0.5
"1557",11,4,2,7,942,24.2,13,4.3,0.09
"1558",11,4,2,8,592,23.9,12,2.6,0.3
"1559",11,4,2,9,604,23.8,13,5.7,0.31
"1560",11,4,2,10,666,24.1,19,2.6,0.54
"1561",11,4,2,11,692,23.8,12,2.7,0.31
"1562",11,4,2,12,749,24.1,12,4.3,0.47
"1563",11,4,2,13,698,23.4,26,3.4,0.55
"1564",11,4,2,14,784,23.5,13,4.3,0.25
"1565",11,4,2,15,654,24.2,34,5.4,0.57
"1566",11,4,2,16,768,23.8,29,2.6,0.52
"1567",11,4,2,17,715,24.2,31,1.6,0.79
"1568",11,4,2,18,587,23.7,27,4.4,1.3
"1569",11,4,2,19,578,23.6,21,3.8,1.08
"1570",11,4,2,20,798,24.6,21,3.7,1.31
"1571",11,4,2,21,567,24.1,28,4.7,1.28
"1572",11,4,2,22,593,24.2,26,2.9,0.69
"1573",11,4,2,23,525,25.4,26,7.5,0.59
"1574",11,4,2,24,575,24.2,40,3.6,0.35
"1575",11,4,2,25,580,24.3,36,4.4,0.49
"1576",11,5,2,1,575,21.3,6,3.5,0.12
"1577",11,5,2,2,541,20.8,4,4.8,0.28
"1578",11,5,2,3,638,22,4,5,0.41
"1579",11,5,2,4,544,22,6,6,0.38
"1580",11,5,2,5,670,21.6,7,3.5,0.52
"1581",11,5,2,6,857,22.3,8,3.7,0.71
"1582",11,5,2,7,792,22.3,6,7,0.99
"1583",11,5,2,8,920,22.7,6,2.6,1.71
"1584",11,5,2,9,493,21.9,4,5.5,0.04
"1585",11,5,2,10,546,21.7,8,3.2,0.22
"1586",11,5,2,11,546,21.5,6,6.5,0.58
"1587",11,5,2,12,585,22,8,5,0.26
"1588",11,5,2,13,512,22.7,5,3.5,0.05
"1589",11,5,2,14,583,22.3,4,5.2,0.53
"1590",11,5,2,15,497,22.2,6,4.8,0.19
"1591",11,5,2,16,483,21.4,5,5.5,0.3
"1592",11,5,2,17,433,22,5,3.7,0.29
"1593",11,5,2,18,472,21.8,7,3,0.15
"1594",11,5,2,19,555,22.4,1,2.7,0.27
"1595",11,5,2,20,481,22.3,6,3.5,0.1
"1596",11,5,2,21,708,22.9,6,6.5,0.2
"1597",11,5,2,22,505,22.2,5,2.5,0.08
"1598",11,5,2,23,498,22.5,5,6.8,0.06
"1599",11,5,2,24,532,22.2,6,3.5,0.24
"1600",11,5,2,25,503,22.4,4,4.5,0.03
"1601",11,6,2,1,552,22.6,11,3.4,0.6
"1602",11,6,2,2,613,23,7,4.3,0.66
"1603",11,6,2,3,557,23.4,7,4.5,0.11
"1604",11,6,2,4,616,22.8,7,6.2,0.03
"1605",11,6,2,5,599,22.9,11,3.3,0.15
"1606",11,6,2,6,731,23.3,14,3.4,1.79
"1607",11,6,2,7,672,23.3,7,6.4,0.85
"1608",11,6,2,8,570,22.8,6,3.4,0.29
"1609",11,6,2,9,442,23.6,5,5.4,0.09
"1610",11,6,2,10,644,23.4,9,3,0.58
"1611",11,6,2,11,523,23.1,10,4.3,0.15
"1612",11,6,2,12,556,22.4,8,5.4,0.9
"1613",11,6,2,13,611,23.6,8,3.4,0.51
"1614",11,6,2,14,497,22.3,8,4.65,0.04
"1615",11,6,2,15,678,23.5,9,8.2,0.07
"1616",11,6,2,16,867,22.1,9,5.35,1.61
"1617",11,6,2,17,547,23.2,9,3.5,0.33
"1618",11,6,2,18,500,22.9,5,2.8,0.03
"1619",11,6,2,19,628,23.2,7,2.6,0.68
"1620",11,6,2,20,717,24.3,6,4,0.65
"1621",11,6,2,21,504,23.2,6,6.6,0.15
"1622",11,6,2,22,458,23.3,9,3.9,0.06
"1623",11,6,2,23,487,23.3,9,5.5,0.1
"1624",11,6,2,24,525,22.8,9,3.4,0.2
"1625",11,6,2,25,514,23.1,11,3.78,0.01
"1626",11,7,2,1,420,21.6,6,3.5,0.06
"1627",11,7,2,2,500,21.5,6,4.5,0.26
"1628",11,7,2,3,420,22.5,5,4.8,0.04
"1629",11,7,2,4,432,21.5,7,6.4,0.06
"1630",11,7,2,5,464,21.3,9,2.9,0.06
"1631",11,7,2,6,396,21.7,11,3.6,0.06
"1632",11,7,2,7,598,22.7,8,7.6,0.69
"1633",11,7,2,8,476,23.2,3,2.6,0.42
"1634",11,7,2,9,527,23.1,4,5.7,0.52
"1635",11,7,2,10,484,23.3,5,3.7,0.19
"1636",11,7,2,11,423,23.1,8,6.6,0.04
"1637",11,7,2,12,552,21.3,9,6.3,0.45
"1638",11,7,2,13,399,23.7,6,4.1,0.07
"1639",11,7,2,14,405,21.7,5,5.2,0.02
"1640",11,7,2,15,443,22,8,4.5,0.34
"1641",11,7,2,16,577,21.4,6,6,0.04
"1642",11,7,2,17,404,22.8,6,3.9,0.06
"1643",11,7,2,18,381,23.1,4,3.1,0.02
"1644",11,7,2,19,443,23.1,6,3.3,0.02
"1645",11,7,2,20,414,24.3,5,4.3,0.12
"1646",11,7,2,21,398,22.8,5,7.1,0.04
"1647",11,7,2,22,380,23.1,5,2.9,0.04
"1648",11,7,2,23,536,23,6,4.4,0.3
"1649",11,7,2,24,482,23.7,6,2.4,1.56
"1650",11,7,2,25,408,22.4,7,4.2,0.03
"1651",11,8,2,1,393,19.8,10,4.2,0.07
"1652",11,8,2,2,467,25.7,13,4.5,0.07
"1653",11,8,2,3,541,21.2,12,4,0.02
"1654",11,8,2,4,401,20.4,12,5.1,0.12
"1655",11,8,2,5,417,19.8,7,3.3,0.16
"1656",11,8,2,6,444,22.6,10,3.3,0.17
"1657",11,8,2,7,444,22.6,7,7.5,0.16
"1658",11,8,2,8,412,22.6,11,3.5,0.09
"1659",11,8,2,9,416,21.1,10,5.5,0.07
"1660",11,8,2,10,424,20.9,10,2.5,0.15
"1661",11,8,2,11,430,20.8,12,5.5,0.08
"1662",11,8,2,12,447,18.8,11,7,0.01
"1663",11,8,2,13,434,21.6,10,3.2,0.09
"1664",11,8,2,14,403,20.3,8,5.5,0.12
"1665",11,8,2,15,407,21.4,8,8.5,0.17
"1666",11,8,2,16,411,22.5,10,3.4,0.11
"1667",11,8,2,17,411,20.6,11,2,0.09
"1668",11,8,2,18,407,2.3,9,5,0.03
"1669",11,8,2,19,410,20.2,11,2.5,0.08
"1670",11,8,2,20,402,21,11,3.5,0.05
"1671",11,8,2,21,405,21.6,11,7.5,0.11
"1672",11,8,2,22,407,20.1,8,4.5,0.01
"1673",11,8,2,23,413,21,8,7.5,0.1
"1674",11,8,2,24,428,20.6,13,5.5,0.18
"1675",11,8,2,25,423,20.6,10,7,0.23
"1676",11,9,2,1,419,24.7,14,4,0.08
"1677",11,9,2,2,479,24.8,11,4.3,0.15
"1678",11,9,2,3,598,24.5,15,4.4,0.02
"1679",11,9,2,4,469,24.2,12,6,0.14
"1680",11,9,2,5,430,24.4,14,3.2,0.34
"1681",11,9,2,6,480,24,14,4,0.28
"1682",11,9,2,7,520,24.5,8,10,0.16
"1683",11,9,2,8,435,25,12,4.2,0.13
"1684",11,9,2,9,419,24.3,15,7.2,0.13
"1685",11,9,2,10,542,25.1,11,2.5,0.23
"1686",11,9,2,11,559,24.7,8,6.3,0.17
"1687",11,9,2,12,450,24.4,9,6.2,0.15
"1688",11,9,2,13,474,25.1,10,3.7,0.14
"1689",11,9,2,14,433,24.3,11,6.3,0.22
"1690",11,9,2,15,503,24.7,9,9.6,0.26
"1691",11,9,2,16,478,25,19,5.7,0.26
"1692",11,9,2,17,706,25.1,20,3.8,0.08
"1693",11,9,2,18,431,25,12,5.8,0.06
"1694",11,9,2,19,518,24.7,14,3.8,0.08
"1695",11,9,2,20,421,24.8,12,5.2,0.14
"1696",11,9,2,21,562,24.7,14,7.3,0.15
"1697",11,9,2,22,462,25.1,12,5.5,0.1
"1698",11,9,2,23,490,25.3,16,7.6,0.29
"1699",11,9,2,24,527,25.7,14,3.2,0.32
"1700",11,9,2,25,488,24.9,13,9.9,0.44
"1701",9,6,3,1.1,482,23.3,30,3.43,0.532467532
"1702",9,6,3,1.2,565,23.3,30,3.43,0.571428571
"1703",9,6,3,1.3,519,23.3,30,3.43,0.724137931
"1704",9,6,3,2.1,561,23.6,46,4.27,0.810344828
"1705",9,6,3,2.2,568,23.6,46,4.27,1.051282051
"1706",9,6,3,2.3,500,23.6,46,4.27,0.979166667
"1707",9,6,3,3.1,502,23.5,41,3.37,0.793103448
"1708",9,6,3,3.2,512,23.5,41,3.37,1
"1709",9,6,3,3.3,573,23.5,41,3.37,1.088235294
"1710",9,6,3,4.1,494,23.4,46,4.2,0.309090909
"1711",9,6,3,4.2,478,23.4,46,4.2,0.318181818
"1712",9,6,3,4.3,466,23.4,46,4.2,0.309090909
"1713",9,6,3,5.1,499,23.5,38,3.9,0.584415584
"1714",9,6,3,5.2,488,23.5,38,3.9,0.810344828
"1715",9,6,3,5.3,480,23.5,38,3.9,0.827586207
"1716",9,6,3,6.1,540,23.8,32,4.63,0.372727273
"1717",9,6,3,6.2,478,23.8,32,4.63,0.435643564
"1718",9,6,3,6.3,478,23.8,32,4.63,0.435643564
"1719",9,6,3,7.1,513,23.8,31,4.23,0.661290323
"1720",9,6,3,7.2,503,23.8,31,4.23,0.8125
"1721",9,6,3,7.3,486,23.8,31,4.23,0.9375
"1722",9,6,3,8.1,470,23.7,32,1.47,0.75862069
"1723",9,6,3,8.2,490,23.7,32,1.47,0.958333333
"1724",9,6,3,8.3,491,23.7,32,1.47,1.025641026
"1725",9,6,3,9.1,474,25.5,31,4.5,0.443396226
"1726",9,6,3,9.2,467,25.5,31,4.5,0.511627907
"1727",9,6,3,9.3,483,25.5,31,4.5,0.46875
"1728",9,6,3,10.1,580,23.7,38,3.5,0.381818182
"1729",9,6,3,10.2,501,23.7,38,3.5,0.363636364
"1730",9,6,3,10.3,525,23.7,38,3.5,0.425742574
"1731",9,6,3,11.1,541,23.9,22,6.6,0.886792453
"1732",9,6,3,11.2,511,23.9,22,6.6,0.9375
"1733",9,6,3,11.3,473,23.9,22,6.6,0.958333333
"1734",9,6,3,12.1,630,23.8,50,2.9,2.25
"1735",9,6,3,12.2,558,23.8,50,2.9,1.892857143
"1736",9,6,3,12.3,479,23.8,50,2.9,1.666666667
"1737",9,6,3,13.1,538,23.5,39,3.87,0.448275862
"1738",9,6,3,13.2,499,23.5,39,3.87,0.290909091
"1739",9,6,3,13.3,666,23.5,39,3.87,0.532467532
"1740",9,6,3,14.1,717,24.3,28,5,0.597222222
"1741",9,6,3,14.2,455,24.3,28,5,1.051282051
"1742",9,6,3,14.3,479,24.3,28,5,0.886792453
"1743",9,6,3,15.1,585,24,40,3.73,0.516483516
"1744",9,6,3,15.2,490,24,40,3.73,0.680555556
"1745",9,6,3,15.3,536,24,40,3.73,0.746031746
"1746",9,6,3,16.1,480,24.3,27,3.67,1.022727273
"1747",9,6,3,16.2,475,24.3,27,3.67,1.113636364
"1748",9,6,3,16.3,462,24.3,27,3.67,1.153846154
"1749",9,6,3,17.1,489,24,33,5.77,0.641791045
"1750",9,6,3,17.2,539,24,33,5.77,0.64516129
"1751",9,6,3,17.3,505,24,33,5.77,0.571428571
"1752",9,6,3,18.1,540,24,16,3.2,0.694444444
"1753",9,6,3,18.2,462,24,16,3.2,0.735294118
"1754",9,6,3,18.3,471,24,16,3.2,0.731343284
"1755",9,6,3,19.1,432,23.6,10,2.07,0.3
"1756",9,6,3,19.2,446,23.6,10,2.07,0.254545455
"1757",9,6,3,19.3,446,23.6,10,2.07,0.245454545
"1758",9,6,3,20.1,543,24.2,26,3.8,0.649350649
"1759",9,6,3,20.2,498,24.2,26,3.8,0.73015873
"1760",9,6,3,20.3,490,24.2,26,3.8,0.724137931
"1761",9,6,3,21.1,478,24.5,31,3.13,0.671641791
"1762",9,6,3,21.2,462,24.5,31,3.13,0.680555556
"1763",9,6,3,21.3,459,24.5,31,3.13,0.698412698
"1764",9,6,3,22.1,577,24,32,2.6,0.418181818
"1765",9,6,3,22.2,444,24,32,2.6,0.506493506
"1766",9,6,3,22.3,450,24,32,2.6,0.524390244
"1767",9,6,3,23.1,461,24.1,21,6.4,0.623376623
"1768",9,6,3,23.2,460,24.1,21,6.4,0.761904762
"1769",9,6,3,23.3,456,24.1,21,6.4,0.75862069
"1770",9,6,3,24.1,455,24,18,7.47,0.625
"1771",9,6,3,24.2,467,24,18,7.47,0.849056604
"1772",9,6,3,24.3,485,24,18,7.47,0.886792453
"1773",9,6,3,25.1,452,24.2,19,4.2,0.705882353
"1774",9,6,3,25.2,452,24.2,19,4.2,0.9375
"1775",9,6,3,25.3,448,24.2,19,4.2,0.958333333
"1776",9,6,4,1.1,482,23.3,9,3.17,0.524390244
"1777",9,6,4,1.2,565,23.3,9,3.17,0.511627907
"1778",9,6,4,1.3,519,23.3,9,3.17,0.536585366
