"","plot_code","year","month","sub_plot","Treatment_code","quadrat_num","Plants_type","dry_mass_g","note","is_stock","day","quadrat_area_m2","date","DaysBetween","npp_g_m2_per_day","npp_MgC_ha_year"
"241","ABC-01",2019,9,"1","caged","A3","grass ",67.86,"","N",15,0.25,2019-09-15,62,4.37806451612903,7.98996774193548
"242","ABC-01",2019,9,"1","caged","A3","woody",0,"","N",15,0.25,2019-09-15,62,0,0
"243","ABC-01",2019,9,"1","caged","A3","herbs",0,"","N",15,0.25,2019-09-15,62,0,0
"244","ABC-01",2019,9,"1","caged","A4","grass ",31.5,"","N",15,0.25,2019-09-15,62,2.03225806451613,3.70887096774194
"245","ABC-01",2019,9,"1","caged","A4","woody",0,"","N",15,0.25,2019-09-15,62,0,0
"246","ABC-01",2019,9,"1","caged","A4","herbs",0,"","N",15,0.25,2019-09-15,62,0,0
"247","ABC-01",2019,9,"1","open","B1","grass ",13.45,"","N",15,0.25,2019-09-15,62,0.867741935483871,1.58362903225806
"248","ABC-01",2019,9,"1","open","B1","woody",0,"","N",15,0.25,2019-09-15,62,0,0
"249","ABC-01",2019,9,"1","open","B1","herbs",0.05,"","N",15,0.25,2019-09-15,62,0.0032258064516129,0.00588709677419355
"250","ABC-01",2019,9,"1","open","B5","grass ",59.47,"","N",15,0.25,2019-09-15,62,3.83677419354839,7.00211290322581
"251","ABC-01",2019,9,"1","open","B5","woody",0,"","N",15,0.25,2019-09-15,62,0,0
"252","ABC-01",2019,9,"1","open","B5","herbs",0,"","N",15,0.25,2019-09-15,62,0,0
"253","ABC-01",2019,9,"1","caged","C3","grass ",73.63,"","N",15,0.25,2019-09-15,62,4.75032258064516,8.66933870967742
"254","ABC-01",2019,9,"1","caged","C3","woody",0,"","N",15,0.25,2019-09-15,62,0,0
"255","ABC-01",2019,9,"1","caged","C3","herbs",0,"","N",15,0.25,2019-09-15,62,0,0
"256","ABC-01",2019,9,"1","open","D1","grass ",20.39,"","N",15,0.25,2019-09-15,62,1.31548387096774,2.40075806451613
"257","ABC-01",2019,9,"1","open","D1","woody",0,"","N",15,0.25,2019-09-15,62,0,0
"258","ABC-01",2019,9,"1","open","D1","herbs",0.34,"","N",15,0.25,2019-09-15,62,0.0219354838709677,0.0400322580645161
"259","ABC-01",2019,9,"1","open","D5","grass ",23.59,"","N",15,0.25,2019-09-15,62,1.52193548387097,2.77753225806452
"260","ABC-01",2019,9,"1","open","D5","woody",0,"","N",15,0.25,2019-09-15,62,0,0
"261","ABC-01",2019,9,"1","open","D5","herbs",0,"","N",15,0.25,2019-09-15,62,0,0
"262","ABC-01",2019,9,"1","caged","E1","grass ",20.5,"","N",15,0.25,2019-09-15,62,1.32258064516129,2.41370967741935
"263","ABC-01",2019,9,"1","caged","E1","woody",0,"","N",15,0.25,2019-09-15,62,0,0
"264","ABC-01",2019,9,"1","caged","E1","herbs",0,"","N",15,0.25,2019-09-15,62,0,0
"265","ABC-01",2019,9,"1","caged","E5","grass ",41.36,"","N",15,0.25,2019-09-15,62,2.66838709677419,4.8698064516129
"266","ABC-01",2019,9,"1","caged","E5","woody",0,"","N",15,0.25,2019-09-15,62,0,0
"267","ABC-01",2019,9,"1","caged","E5","herbs",0,"","N",15,0.25,2019-09-15,62,0,0
"268","ABC-01",2019,9,"1","open","F3","grass ",0,"","N",15,0.25,2019-09-15,62,0,0
"269","ABC-01",2019,9,"1","open","F3","woody",0,"","N",15,0.25,2019-09-15,62,0,0
"270","ABC-01",2019,9,"1","open","F3","herbs",0.98,"","N",15,0.25,2019-09-15,62,0.0632258064516129,0.115387096774194
"271","ABC-01",2019,9,"2","caged","A3","grass ",110.06,"","N",15,0.25,2019-09-15,62,7.10064516129032,12.9586774193548
"272","ABC-01",2019,9,"2","caged","A3","woody",0.73,"","N",15,0.25,2019-09-15,62,0.0470967741935484,0.0859516129032258
"273","ABC-01",2019,9,"2","caged","A3","herbs",0.36,"","N",15,0.25,2019-09-15,62,0.0232258064516129,0.0423870967741935
"274","ABC-01",2019,9,"2","caged","A4","grass ",72.31,"","N",15,0.25,2019-09-15,62,4.66516129032258,8.51391935483871
"275","ABC-01",2019,9,"2","caged","A4","woody",0,"","N",15,0.25,2019-09-15,62,0,0
"276","ABC-01",2019,9,"2","caged","A4","herbs",0.37,"","N",15,0.25,2019-09-15,62,0.0238709677419355,0.0435645161290323
"277","ABC-01",2019,9,"2","open","B1","grass ",10.86,"","N",15,0.25,2019-09-15,62,0.700645161290323,1.27867741935484
"278","ABC-01",2019,9,"2","open","B1","woody",0,"","N",15,0.25,2019-09-15,62,0,0
"279","ABC-01",2019,9,"2","open","B1","herbs",0,"","N",15,0.25,2019-09-15,62,0,0
"280","ABC-01",2019,9,"2","open","B5","grass ",3.45,"","N",15,0.25,2019-09-15,62,0.22258064516129,0.406209677419355
"281","ABC-01",2019,9,"2","open","B5","woody",0,"","N",15,0.25,2019-09-15,62,0,0
"282","ABC-01",2019,9,"2","open","B5","herbs",0,"","N",15,0.25,2019-09-15,62,0,0
"283","ABC-01",2019,9,"2","caged","C3","grass ",38.38,"","N",15,0.25,2019-09-15,62,2.47612903225806,4.51893548387097
"284","ABC-01",2019,9,"2","caged","C3","woody",0,"","N",15,0.25,2019-09-15,62,0,0
"285","ABC-01",2019,9,"2","caged","C3","herbs",0,"","N",15,0.25,2019-09-15,62,0,0
"286","ABC-01",2019,9,"2","open","D1","grass ",18.8,"","N",15,0.25,2019-09-15,62,1.21290322580645,2.21354838709677
"287","ABC-01",2019,9,"2","open","D1","woody",0,"","N",15,0.25,2019-09-15,62,0,0
"288","ABC-01",2019,9,"2","open","D1","herbs",0.35,"","N",15,0.25,2019-09-15,62,0.0225806451612903,0.0412096774193548
"289","ABC-01",2019,9,"2","open","D5","grass ",8.59,"","N",15,0.25,2019-09-15,62,0.554193548387097,1.01140322580645
"290","ABC-01",2019,9,"2","open","D5","woody",0,"","N",15,0.25,2019-09-15,62,0,0
"291","ABC-01",2019,9,"2","open","D5","herbs",0.53,"","N",15,0.25,2019-09-15,62,0.0341935483870968,0.0624032258064516
"292","ABC-01",2019,9,"2","caged","E1","grass ",28.46,"","N",15,0.25,2019-09-15,62,1.83612903225806,3.35093548387097
"293","ABC-01",2019,9,"2","caged","E1","woody",0,"","N",15,0.25,2019-09-15,62,0,0
"294","ABC-01",2019,9,"2","caged","E1","herbs",0.99,"","N",15,0.25,2019-09-15,62,0.0638709677419355,0.116564516129032
"295","ABC-01",2019,9,"2","caged","E5","grass ",27.48,"","N",15,0.25,2019-09-15,62,1.77290322580645,3.23554838709677
"296","ABC-01",2019,9,"2","caged","E5","woody",0,"","N",15,0.25,2019-09-15,62,0,0
"297","ABC-01",2019,9,"2","caged","E5","herbs",0.2,"","N",15,0.25,2019-09-15,62,0.0129032258064516,0.0235483870967742
"298","ABC-01",2019,9,"2","open","F3","grass ",1.13,"","N",15,0.25,2019-09-15,62,0.0729032258064516,0.133048387096774
"299","ABC-01",2019,9,"2","open","F3","woody",0,"","N",15,0.25,2019-09-15,62,0,0
"300","ABC-01",2019,9,"2","open","F3","herbs",0.98,"","N",15,0.25,2019-09-15,62,0.0632258064516129,0.115387096774194
"301","ABC-01",2019,9,"3","caged","A3","grass ",8.44,"","N",15,0.25,2019-09-15,62,0.544516129032258,0.993741935483871
"302","ABC-01",2019,9,"3","caged","A3","woody",0.19,"","N",15,0.25,2019-09-15,62,0.012258064516129,0.0223709677419355
"303","ABC-01",2019,9,"3","caged","A3","herbs",0.93,"","N",15,0.25,2019-09-15,62,0.06,0.1095
"304","ABC-01",2019,9,"3","caged","A4","grass ",29.9,"","N",15,0.25,2019-09-15,62,1.92903225806452,3.52048387096774
"305","ABC-01",2019,9,"3","caged","A4","woody",0.05,"","N",15,0.25,2019-09-15,62,0.0032258064516129,0.00588709677419355
"306","ABC-01",2019,9,"3","caged","A4","herbs",0,"","N",15,0.25,2019-09-15,62,0,0
"307","ABC-01",2019,9,"3","open","B1","grass ",4.25,"","N",15,0.25,2019-09-15,62,0.274193548387097,0.500403225806452
"308","ABC-01",2019,9,"3","open","B1","woody",0,"","N",15,0.25,2019-09-15,62,0,0
"309","ABC-01",2019,9,"3","open","B1","herbs",0,"","N",15,0.25,2019-09-15,62,0,0
"310","ABC-01",2019,9,"3","open","B5","grass ",18.39,"","N",15,0.25,2019-09-15,62,1.18645161290323,2.16527419354839
"311","ABC-01",2019,9,"3","open","B5","woody",0.35,"","N",15,0.25,2019-09-15,62,0.0225806451612903,0.0412096774193548
"312","ABC-01",2019,9,"3","open","B5","herbs",0,"","N",15,0.25,2019-09-15,62,0,0
"313","ABC-01",2019,9,"3","caged","C3","grass ",45.6,"","N",15,0.25,2019-09-15,62,2.94193548387097,5.36903225806452
"314","ABC-01",2019,9,"3","caged","C3","woody",0,"","N",15,0.25,2019-09-15,62,0,0
"315","ABC-01",2019,9,"3","caged","C3","herbs",0.09,"","N",15,0.25,2019-09-15,62,0.00580645161290323,0.0105967741935484
"316","ABC-01",2019,9,"3","open","D1","grass ",1.17,"","N",15,0.25,2019-09-15,62,0.0754838709677419,0.137758064516129
"317","ABC-01",2019,9,"3","open","D1","woody",0,"","N",15,0.25,2019-09-15,62,0,0
"318","ABC-01",2019,9,"3","open","D1","herbs",0,"","N",15,0.25,2019-09-15,62,0,0
"319","ABC-01",2019,9,"3","open","D5","grass ",30.01,"","N",15,0.25,2019-09-15,62,1.93612903225806,3.53343548387097
"320","ABC-01",2019,9,"3","open","D5","woody",0,"","N",15,0.25,2019-09-15,62,0,0
"321","ABC-01",2019,9,"3","open","D5","herbs",0,"","N",15,0.25,2019-09-15,62,0,0
"322","ABC-01",2019,9,"3","caged","E1","grass ",28.12,"","N",15,0.25,2019-09-15,62,1.8141935483871,3.31090322580645
"323","ABC-01",2019,9,"3","caged","E1","woody",0,"","N",15,0.25,2019-09-15,62,0,0
"324","ABC-01",2019,9,"3","caged","E1","herbs",0,"","N",15,0.25,2019-09-15,62,0,0
"325","ABC-01",2019,9,"3","caged","E5","grass ",17.13,"","N",15,0.25,2019-09-15,62,1.10516129032258,2.01691935483871
"326","ABC-01",2019,9,"3","caged","E5","woody",0.21,"","N",15,0.25,2019-09-15,62,0.0135483870967742,0.0247258064516129
"327","ABC-01",2019,9,"3","caged","E5","herbs",0,"","N",15,0.25,2019-09-15,62,0,0
"328","ABC-01",2019,9,"3","open","F3","grass ",1.98,"","N",15,0.25,2019-09-15,62,0.127741935483871,0.233129032258065
"329","ABC-01",2019,9,"3","open","F3","woody",0.36,"","N",15,0.25,2019-09-15,62,0.0232258064516129,0.0423870967741935
"330","ABC-01",2019,9,"3","open","F3","herbs",0,"","N",15,0.25,2019-09-15,62,0,0
"331","ABC-01",2019,9,"4","caged","A3","grass ",17.41,"","N",15,0.25,2019-09-15,62,1.12322580645161,2.04988709677419
"332","ABC-01",2019,9,"4","caged","A3","woody",0,"","N",15,0.25,2019-09-15,62,0,0
"333","ABC-01",2019,9,"4","caged","A3","herbs",0,"","N",15,0.25,2019-09-15,62,0,0
"334","ABC-01",2019,9,"4","caged","A4","grass ",14.02,"","N",15,0.25,2019-09-15,62,0.904516129032258,1.65074193548387
"335","ABC-01",2019,9,"4","caged","A4","woody",0,"","N",15,0.25,2019-09-15,62,0,0
"336","ABC-01",2019,9,"4","caged","A4","herbs",0.06,"","N",15,0.25,2019-09-15,62,0.00387096774193548,0.00706451612903226
"337","ABC-01",2019,9,"4","open","B1","grass ",4.42,"","N",15,0.25,2019-09-15,62,0.285161290322581,0.52041935483871
"338","ABC-01",2019,9,"4","open","B1","woody",0,"","N",15,0.25,2019-09-15,62,0,0
"339","ABC-01",2019,9,"4","open","B1","herbs",0,"","N",15,0.25,2019-09-15,62,0,0
"340","ABC-01",2019,9,"4","open","B5","grass ",7.53,"","N",15,0.25,2019-09-15,62,0.485806451612903,0.886596774193548
"341","ABC-01",2019,9,"4","open","B5","woody",0,"","N",15,0.25,2019-09-15,62,0,0
"342","ABC-01",2019,9,"4","open","B5","herbs",0,"","N",15,0.25,2019-09-15,62,0,0
"343","ABC-01",2019,9,"4","caged","C3","grass ",4.67,"","N",15,0.25,2019-09-15,62,0.301290322580645,0.549854838709677
"344","ABC-01",2019,9,"4","caged","C3","woody",0.05,"","N",15,0.25,2019-09-15,62,0.0032258064516129,0.00588709677419355
"345","ABC-01",2019,9,"4","caged","C3","herbs",0,"","N",15,0.25,2019-09-15,62,0,0
"346","ABC-01",2019,9,"4","open","D1","grass ",0.55,"","N",15,0.25,2019-09-15,62,0.0354838709677419,0.064758064516129
"347","ABC-01",2019,9,"4","open","D1","woody",0,"","N",15,0.25,2019-09-15,62,0,0
"348","ABC-01",2019,9,"4","open","D1","herbs",0.04,"","N",15,0.25,2019-09-15,62,0.00258064516129032,0.00470967741935484
"349","ABC-01",2019,9,"4","open","D5","grass ",2.71,"","N",15,0.25,2019-09-15,62,0.174838709677419,0.31908064516129
"350","ABC-01",2019,9,"4","open","D5","woody",0,"","N",15,0.25,2019-09-15,62,0,0
"351","ABC-01",2019,9,"4","open","D5","herbs",0.16,"","N",15,0.25,2019-09-15,62,0.0103225806451613,0.0188387096774194
"352","ABC-01",2019,9,"4","caged","E1","grass ",8.29,"","N",15,0.25,2019-09-15,62,0.534838709677419,0.97608064516129
"353","ABC-01",2019,9,"4","caged","E1","woody",0,"","N",15,0.25,2019-09-15,62,0,0
"354","ABC-01",2019,9,"4","caged","E1","herbs",0,"","N",15,0.25,2019-09-15,62,0,0
"355","ABC-01",2019,9,"4","caged","E5","grass ",13.55,"","N",15,0.25,2019-09-15,62,0.874193548387097,1.59540322580645
"356","ABC-01",2019,9,"4","caged","E5","woody",0,"","N",15,0.25,2019-09-15,62,0,0
"357","ABC-01",2019,9,"4","caged","E5","herbs",0,"","N",15,0.25,2019-09-15,62,0,0
"358","ABC-01",2019,9,"4","open","F3","grass ",0,"","N",15,0.25,2019-09-15,62,0,0
"359","ABC-01",2019,9,"4","open","F3","woody",0,"","N",15,0.25,2019-09-15,62,0,0
"360","ABC-01",2019,9,"4","open","F3","herbs",0.1,"","N",15,0.25,2019-09-15,62,0.00645161290322581,0.0117741935483871
